uniq_pair,layer_from,node_from,layer_to,node_to,length,pident,plasmid.length.query,plasmid.length.subject,edge_type,weight
L13N4652_L17N6127,13,4652,17,6127,1566,99.489,2017,2017,Inter,0.772433187902826
L13N4652_L18N6772,18,6772,13,4652,460,98.696,2029,2017,Inter,0.22375633316904878
L13N4652_L20N7292,20,7292,13,4652,1450,99.793,2017,2017,Inter,0.7174013386217155
L13N4652_L5N434,5,434,13,4652,1077,99.071,2017,2017,Inter,0.5290008279623203
L13N4652_L6N731,6,731,13,4652,1590,98.868,2017,2017,Inter,0.7793759048091226
L13N81_L17N6023,13,81,17,6023,1865,100,3045,3045,Inter,0.6124794745484401
L13N81_L22N8118,13,81,22,8118,2614,100,3045,3045,Inter,0.858456486042693
L14N108_L15N108,14,108,15,108,6709,100,6709,6709,Inter,1
L14N108_L16N108,16,108,14,108,6709,100,6709,6709,Inter,1
L14N108_L16N289,16,289,14,108,4846,100,6709,6709,Inter,0.7223133104784618
L14N108_L16N3952,16,3952,14,108,4746,100,6709,6709,Inter,0.7074079594574452
L14N108_L16N4543,16,4543,14,108,4188,100,6829,6709,Inter,0.6132669497730268
L14N108_L16N6702,16,6702,14,108,6346,100,6709,6709,Inter,0.9458935757937099
L14N108_L17N5983,17,5983,14,108,3518,100,6709,6709,Inter,0.524370248919362
L14N108_L18N3952,18,3952,14,108,4746,100,6709,6709,Inter,0.7074079594574452
L14N108_L18N6702,14,108,18,6702,6346,100,6709,6709,Inter,0.9458935757937099
L14N108_L19N7146,19,7146,14,108,4798,100,6709,6709,Inter,0.7151587419883738
L14N108_L21N7573,14,108,21,7573,4069,100,6709,6611,Inter,0.9937397525711731
L14N108_L22N4543,22,4543,14,108,4188,100,6829,6709,Inter,0.6132669497730268
L14N108_L4N289,4,289,14,108,4846,100,6709,6709,Inter,0.7223133104784618
L14N108_L4N3952,4,3952,14,108,4746,100,6709,6709,Inter,0.7074079594574452
L14N5043_L17N6068,14,5043,17,6068,626,97.604,2278,2476,Inter,0.24676940226171246
L14N5043_L21N6068,14,5043,21,6068,626,97.604,2278,2476,Inter,0.24676940226171246
L14N5043_L21N7639,14,5043,21,7639,551,100,2278,2474,Inter,0.22271624898949072
L14N5043_L21N7667,14,5043,21,7667,1783,99.832,2278,2278,Inter,0.7813891834942932
L14N5043_L9N2609,14,5043,9,2609,1339,97.61,2278,2290,Inter,0.5707414410480349
L14N5045_L16N5359,16,5359,14,5045,2085,99.856,2208,2208,Inter,0.9429336956521738
L14N5045_L17N6101,17,6101,14,5045,1871,99.84,2208,2208,Inter,0.8460173913043479
L14N5045_L20N7276,14,5045,20,7276,2071,99.952,2208,2208,Inter,0.9375026811594203
L14N5045_L21N7674,21,7674,14,5045,2024,99.852,2208,2208,Inter,0.9153100000000001
L14N5045_L22N8184,14,5045,22,8184,1708,99.941,2208,2208,Inter,0.7730943297101449
L15N108_L16N108,16,108,15,108,6709,100,6709,6709,Inter,1
L15N108_L16N289,16,289,15,108,4846,100,6709,6709,Inter,0.7223133104784618
L15N108_L16N3952,16,3952,15,108,4746,100,6709,6709,Inter,0.7074079594574452
L15N108_L16N4543,16,4543,15,108,4188,100,6829,6709,Inter,0.6132669497730268
L15N108_L16N6702,16,6702,15,108,6346,100,6709,6709,Inter,0.9458935757937099
L15N108_L17N5983,17,5983,15,108,3518,100,6709,6709,Inter,0.524370248919362
L15N108_L18N3952,18,3952,15,108,4746,100,6709,6709,Inter,0.7074079594574452
L15N108_L18N6702,15,108,18,6702,6346,100,6709,6709,Inter,0.9458935757937099
L15N108_L19N7146,19,7146,15,108,4798,100,6709,6709,Inter,0.7151587419883738
L15N108_L21N7573,15,108,21,7573,4069,100,6709,6611,Inter,0.9937397525711731
L15N108_L22N4543,22,4543,15,108,4188,100,6829,6709,Inter,0.6132669497730268
L15N108_L4N289,4,289,15,108,4846,100,6709,6709,Inter,0.7223133104784618
L15N108_L4N3952,4,3952,15,108,4746,100,6709,6709,Inter,0.7074079594574452
L15N17_L16N3977,15,17,16,3977,3467,99.913,3636,3573,Inter,0.9526907893289328
L15N17_L16N5258,15,17,16,5258,3328,99.94,3636,3434,Inter,0.9147423542354236
L15N17_L21N26,21,26,15,17,2905,100,3528,3636,Inter,0.7989548954895489
L15N17_L22N8102,15,17,22,8102,3636,99.945,3636,3634,Inter,0.99945
L15N17_L5N17,5,17,15,17,3636,100,3636,3636,Inter,1
L15N17_L6N26,6,26,15,17,2905,100,3528,3636,Inter,0.7989548954895489
L15N5073_L22N8115,15,5073,22,8115,1962,100,3151,3151,Inter,0.6226594731831164
L15N5073_L5N383,15,5073,5,383,2024,100,3151,3151,Inter,0.6423357664233577
L15N5074_L16N5287,15,5074,16,5287,1459,99.383,2855,2855,Inter,0.5078801996497373
L15N5075_L16N5300,15,5075,16,5300,804,99.627,2731,2645,Inter,0.2932995532771878
L15N5075_L21N4572,15,5075,21,4572,1405,98.79,2731,2729,Inter,0.5082385573050165
L15N5075_L22N8139,15,5075,22,8139,1405,98.719,2731,2730,Inter,0.5078732881728304
L15N5076_L16N5296,15,5076,16,5296,2474,99.96,2719,2718,Inter,0.9095293858036042
L15N5076_L17N6042,15,5076,17,6042,2177,99.954,2719,2718,Inter,0.8002937035674881
L15N5076_L22N8140,15,5076,22,8140,2270,100,2719,2704,Inter,0.8348657594703935
L15N5078_L21N7624,21,7624,15,5078,1935,100,2637,2628,Inter,0.7337883959044369
L15N5078_L5N393,15,5078,5,393,2466,99.432,2628,2637,Inter,0.9298419112627987
L15N5079_L5N394,15,5079,5,394,2269,99.868,2625,2624,Inter,0.8632399695238094
L15N5081_L21N7635,21,7635,15,5081,2390,100,2533,2568,Inter,0.9306853582554517
L15N5084_L16N5336,15,5084,16,5336,2366,99.915,2377,2376,Inter,0.9945262515776189
L15N5084_L17N6083,17,6083,15,5084,1641,100,2376,2377,Inter,0.6903660075725705
L15N5084_L20N7262,20,7262,15,5084,2183,100,2376,2377,Inter,0.9183845183003786
L15N5084_L22N8169,15,5084,22,8169,1489,99.866,2377,2376,Inter,0.625580454354228
L15N5084_L6N709,15,5084,6,709,1711,99.883,2377,2376,Inter,0.7189727092974337
L15N5085_L18N6750,15,5085,18,6750,1754,100,2356,2356,Inter,0.7444821731748726
L15N5085_L21N7654,15,5085,21,7654,1448,100,2356,2356,Inter,0.6146010186757216
L15N5085_L22N8172,15,5085,22,8172,1572,100,2356,2356,Inter,0.66723259762309
L15N5085_L5N406,5,406,15,5085,1700,100,2356,2356,Inter,0.7215619694397284
L15N5087_L20N7275,20,7275,15,5087,1364,99.853,2218,2218,Inter,0.6140644364292155
L15N5087_L21N7671,15,5087,21,7671,1174,99.744,2218,2218,Inter,0.5279506582506763
L15N5087_L9N2614,9,2614,15,5087,1664,99.339,2218,2218,Inter,0.745266438232642
L15N5088_L5N418,5,418,15,5088,2074,98.168,2211,2209,Inter,0.9208522478516509
L15N5088_L6N716,6,716,15,5088,1285,98.988,2211,2209,Inter,0.5753033921302578
L15N5089_L16N5373,15,5089,16,5373,1671,99.402,2078,2091,Inter,0.7943603156384506
L15N5089_L17N414,15,5089,17,414,1671,99.521,2078,2220,Inter,0.7490972567567568
L15N5089_L17N724,17,724,15,5089,1840,94.946,2091,2078,Inter,0.835488474414156
L15N5089_L18N6762,18,6762,15,5089,1184,98.395,2091,2078,Inter,0.5571481587757054
L15N5089_L21N7682,15,5089,21,7682,1124,99.288,2078,2134,Inter,0.5229602249297095
L15N5089_L22N8197,15,5089,22,8197,1279,99.453,2078,2091,Inter,0.6083232281205165
L15N5089_L5N414,15,5089,5,414,1671,99.521,2078,2220,Inter,0.7490972567567568
L15N5089_L6N724,6,724,15,5089,1840,94.946,2091,2078,Inter,0.835488474414156
L15N5089_L8N1515,15,5089,8,1515,1338,98.729,2078,2416,Inter,0.5467690480132451
L15N5089_L9N2639,9,2639,15,5089,2020,99.208,2078,2078,Inter,0.9643896053897978
L15N5090_L21N7680,21,7680,15,5090,2157,98.702,2157,2075,Inter,0.98702
L15N5090_L5N420,15,5090,5,420,1818,96.92,2075,2154,Inter,0.8180155988857939
L15N5090_L8N1574,15,5090,8,1574,1198,96.912,2075,2154,Inter,0.5389998885793872
L15N5090_L9N2624,9,2624,15,5090,2157,98.702,2157,2075,Inter,0.98702
L15N5091_L18N6767,15,5091,18,6767,2024,99.457,2046,2044,Inter,0.9838756989247311
L15N5091_L20N7291,15,5091,20,7291,1484,98.922,2046,2021,Inter,0.7174987683284457
L15N5091_L21N7707,15,5091,21,7707,1639,99.085,2046,2021,Inter,0.7937454301075267
L15N5092_L21N7706,15,5092,21,7706,1909,100,2032,2032,Inter,0.9394685039370079
L15N5092_L8N1607,8,1607,15,5092,1206,100,2032,2032,Inter,0.593503937007874
L15N5093_L18N6765,15,5093,18,6765,1144,99.913,2031,2058,Inter,0.555395879494655
L15N5093_L21N7701,15,5093,21,7701,1617,99.814,2031,2065,Inter,0.7815943728813558
L15N5093_L5N428,15,5093,5,428,1150,99.913,2031,2072,Inter,0.5545364382239382
L15N5093_L9N2642,15,5093,9,2642,1272,99.921,2031,2065,Inter,0.6154940048426151
L15N5094_L17N6127,17,6127,15,5094,1225,99.673,2017,2017,Inter,0.6053516360932076
L15N5094_L20N7292,20,7292,15,5094,1342,99.776,2017,2017,Inter,0.6638541993058998
L15N5094_L5N434,5,434,15,5094,1795,99.053,2017,2017,Inter,0.8815078582052553
L15N5094_L6N731,6,731,15,5094,1735,98.905,2017,2017,Inter,0.8507693356470005
L15N5095_L16N5395,16,5395,15,5095,1484,99.933,2004,2004,Inter,0.7400228143712575
L15N5095_L17N6134,15,5095,17,6134,1589,99.748,2004,2004,Inter,0.7909160279441119
L15N5095_L21N7712,15,5095,21,7712,1766,99.66,2004,2004,Inter,0.8782413173652693
L15N5095_L6N733,15,5095,6,733,1870,99.947,2004,2004,Inter,0.9326391716566867
L16N108_L16N289,16,289,16,108,4846,100,6709,6709,Intra,0.7223133104784618
L16N108_L16N3952,16,3952,16,108,4746,100,6709,6709,Intra,0.7074079594574452
L16N108_L16N4543,16,108,16,4543,4188,100,6709,6829,Intra,0.6132669497730268
L16N108_L16N6702,16,108,16,6702,6346,100,6709,6709,Intra,0.9458935757937099
L16N108_L17N5983,17,5983,16,108,3518,100,6709,6709,Inter,0.524370248919362
L16N108_L18N3952,18,3952,16,108,4746,100,6709,6709,Inter,0.7074079594574452
L16N108_L18N6702,16,108,18,6702,6346,100,6709,6709,Inter,0.9458935757937099
L16N108_L19N7146,19,7146,16,108,4798,100,6709,6709,Inter,0.7151587419883738
L16N108_L21N7573,16,108,21,7573,4069,100,6709,6611,Inter,0.9937397525711731
L16N108_L22N4543,16,108,22,4543,4188,100,6709,6829,Inter,0.6132669497730268
L16N108_L4N289,4,289,16,108,4846,100,6709,6709,Inter,0.7223133104784618
L16N108_L4N3952,4,3952,16,108,4746,100,6709,6709,Inter,0.7074079594574452
L16N112_L22N112,16,112,22,112,2362,100,2362,2362,Inter,1
L16N112_L6N710,16,112,6,710,1842,99.946,2362,2362,Inter,0.7794264690939882
L16N140_L16N5280,16,140,16,5280,2079,100,2977,2977,Intra,0.6983540476990259
L16N140_L17N8122,16,140,17,8122,1700,100,2977,2977,Inter,0.5710446758481693
L16N140_L18N6715,16,140,18,6715,2555,99.922,2977,3086,Inter,0.8272868114063513
L16N140_L20N7219,16,140,20,7219,2588,100,2977,2977,Inter,0.8693315418206248
L16N140_L22N8122,16,140,22,8122,1700,100,2977,2977,Inter,0.5710446758481693
L16N140_L3N201,16,140,3,201,2052,100,2977,2977,Inter,0.6892845146120256
L16N140_L4N291,16,140,4,291,2377,100,2977,2977,Inter,0.7984548202888814
L16N140_L6N691,16,140,6,691,2450,100,2977,2977,Inter,0.8229761504870675
L16N140_L8N6715,16,140,8,6715,2555,99.922,2977,3086,Inter,0.8272868114063513
L16N141_L16N5335,16,141,16,5335,2449,99.388,2449,2380,Intra,0.9938800000000001
L16N141_L17N6072,16,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L16N141_L17N6075,16,141,17,6075,1459,100,2449,2449,Inter,0.5957533687219273
L16N141_L20N7250,16,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L16N141_L22N8165,22,8165,16,141,1421,100,2411,2449,Inter,0.5802368313597387
L16N141_L4N294,16,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L16N141_L5N415,16,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L16N141_L8N1486,16,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L16N197_L9N2562,16,197,9,2562,2776,99.856,5167,2775,Inter,0.5364820127733694
L16N2564_L16N5293,16,5293,16,2564,2336,99.401,2752,2751,Intra,0.8437526744186046
L16N2564_L20N7228,16,2564,20,7228,831,98.917,2751,2750,Inter,0.298800534351145
L16N289_L16N3952,16,3952,16,289,6615,99.97,6709,6709,Intra,0.9856931733492323
L16N289_L16N4543,16,4543,16,289,4567,99.956,6829,6709,Intra,0.6684713018011422
L16N289_L16N6702,16,289,16,6702,4481,100,6709,6709,Intra,0.6679087792517514
L16N289_L17N5983,17,5983,16,289,5387,99.963,6709,6709,Inter,0.8026541675361454
L16N289_L18N3952,18,3952,16,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L16N289_L18N6702,16,289,18,6702,4481,100,6709,6709,Inter,0.6679087792517514
L16N289_L19N7146,19,7146,16,289,6667,99.97,6709,6709,Inter,0.9934416306454018
L16N289_L21N7573,21,7573,16,289,4468,99.955,6611,6709,Inter,0.9941853331345953
L16N289_L22N4543,22,4543,16,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L16N289_L4N3952,4,3952,16,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L16N33_L16N5312,16,5312,16,33,2570,99.961,2570,2580,Intra,0.9957355426356589
L16N33_L17N6061,16,33,17,6061,2569,100,2580,2569,Inter,0.9957364341085271
L16N33_L20N33,16,33,20,33,2580,100,2580,2580,Inter,1
L16N33_L21N7629,16,33,21,7629,1547,100,2580,2580,Inter,0.5996124031007752
L16N33_L22N8155,22,8155,16,33,2581,99.961,2581,2580,Inter,0.99961
L16N33_L6N33,16,33,6,33,2580,100,2580,2580,Inter,1
L16N3952_L16N4543,16,4543,16,3952,4663,100,6829,6709,Intra,0.6828232537706839
L16N3952_L16N6702,16,3952,16,6702,4381,100,6709,6709,Intra,0.6530034282307349
L16N3952_L17N5983,17,5983,16,3952,5483,100,6709,6709,Inter,0.8172603964823372
L16N3952_L18N6702,16,3952,18,6702,4381,100,6709,6709,Inter,0.6530034282307349
L16N3952_L19N7146,16,3952,19,7146,6657,100,6709,6709,Inter,0.9922492174690714
L16N3952_L21N7573,21,7573,16,3952,4564,100,6611,6709,Inter,0.6802802205991951
L16N3952_L22N4543,22,4543,16,3952,4663,100,6829,6709,Inter,0.6828232537706839
L16N3952_L4N289,16,3952,4,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L16N3977_L21N26,16,3977,21,26,2734,99.927,3573,3528,Inter,0.7646247355163728
L16N3977_L22N8102,16,3977,22,8102,3466,99.942,3573,3634,Inter,0.9532167638965328
L16N3977_L5N17,5,17,16,3977,3467,99.913,3636,3573,Inter,0.9526907893289328
L16N3977_L6N26,16,3977,6,26,2734,99.927,3573,3528,Inter,0.7646247355163728
L16N411_L16N5346,16,5346,16,411,2149,100,2292,2292,Intra,0.93760907504363
L16N411_L21N7664,21,7664,16,411,2248,99.778,2293,2292,Inter,0.978198621892717
L16N411_L6N712,6,712,16,411,1374,100,2292,2292,Inter,0.599476439790576
L16N4132_L16N5248,16,5248,16,4132,2101,98.905,4547,2166,Intra,0.4570033098746426
L16N4543_L16N6702,16,4543,16,6702,4551,100,6829,6709,Intra,0.6664226094596574
L16N4543_L17N5983,16,4543,17,5983,5889,100,6829,6709,Inter,0.8623517352467418
L16N4543_L18N3952,16,4543,18,3952,4663,100,6829,6709,Inter,0.6828232537706839
L16N4543_L18N6702,16,4543,18,6702,4551,100,6829,6709,Inter,0.6664226094596574
L16N4543_L19N7146,16,4543,19,7146,4609,100,6829,6709,Inter,0.6749158002635818
L16N4543_L21N7573,16,4543,21,7573,6612,100,6829,6611,Inter,0.9682237516473862
L16N4543_L4N289,16,4543,4,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L16N4543_L4N3952,16,4543,4,3952,4663,100,6829,6709,Inter,0.6828232537706839
L16N4578_L18N6725,16,4578,18,6725,1458,100,2651,2651,Inter,0.5499811391927575
L16N4578_L20N7236,16,4578,20,7236,1706,99.414,2651,2651,Inter,0.6397596529611468
L16N4578_L21N7622,16,4578,21,7622,2079,99.952,2651,2651,Inter,0.7838559336099584
L16N4578_L22N8144,16,4578,22,8144,1402,100,2651,2651,Inter,0.5288570350811015
L16N4601_L16N5377,16,5377,16,4601,1563,99.936,2074,2472,Intra,0.6318768932038835
L16N4601_L17N6071,17,6071,16,4601,2443,99.959,2472,2472,Inter,0.9878634182847896
L16N4601_L18N6737,18,6737,16,4601,1927,99.948,2472,2472,Inter,0.7791253883495145
L16N5248_L18N4132,16,5248,18,4132,2101,98.905,4547,2166,Inter,0.4570033098746426
L16N5248_L21N7619,16,5248,21,7619,2721,99.963,4547,2719,Inter,0.5981951242577523
L16N5257_L17N6004,16,5257,17,6004,1949,99.743,3461,3461,Inter,0.5616847934123085
L16N5258_L21N26,21,26,16,5258,2602,100,3528,3434,Inter,0.9832770124716552
L16N5258_L5N17,5,17,16,5258,3328,99.94,3636,3434,Inter,0.9147423542354236
L16N5258_L6N26,6,26,16,5258,2602,100,3528,3434,Inter,0.9832770124716552
L16N5260_L6N687,6,687,16,5260,2159,100,3379,3379,Inter,0.6389464338561704
L16N5263_L22N8111,16,5263,22,8111,2796,98.247,3374,3228,Inter,0.81416304682869
L16N5264_L22N8106,16,5264,22,8106,2415,99.255,3336,3337,Inter,0.7183123314354211
L16N5265_L17N6009,17,6009,16,5265,2480,99.96,3309,3308,Inter,0.7491713508612874
L16N5265_L21N7590,21,7590,16,5265,2596,100,3202,3308,Inter,0.7847642079806529
L16N5266_L22N8108,16,5266,22,8108,3256,100,3304,3304,Inter,0.9854721549636803
L16N5267_L18N6717,16,5267,18,6717,2331,99.099,3271,3052,Inter,0.7062053469886885
L16N5267_L21N7599,16,5267,21,7599,2382,98.825,3271,3052,Inter,0.7196611128095385
L16N5267_L5N385,5,385,16,5267,2425,98.928,2978,3271,Inter,0.7334160807092631
L16N5269_L21N7589,16,5269,21,7589,3060,99.935,3242,3242,Inter,0.9432483035163479
L16N5270_L5N381,5,381,16,5270,2456,100,3229,3229,Inter,0.7606069990709198
L16N5276_L16N78,16,78,16,5276,1686,100,3126,3104,Intra,0.5393474088291746
L16N5276_L18N78,16,5276,18,78,1686,100,3104,3126,Inter,0.5393474088291746
L16N5276_L21N7595,16,5276,21,7595,1686,99.941,3104,3126,Inter,0.5390291938579654
L16N5276_L22N78,16,5276,22,78,1686,100,3104,3126,Inter,0.5393474088291746
L16N5276_L8N56,8,56,16,5276,1686,100,3106,3104,Inter,0.5428203477141017
L16N5276_L8N78,8,78,16,5276,1686,100,3126,3104,Inter,0.5393474088291746
L16N5278_L17N6029,16,5278,17,6029,652,98.926,3058,2967,Inter,0.21092136036625245
L16N5278_L1N4555,1,4555,16,5278,2864,99.86,3058,3058,Inter,0.9352486592544147
L16N5278_L21N4555,21,4555,16,5278,2864,99.86,3058,3058,Inter,0.9352486592544147
L16N5278_L3N200,3,200,16,5278,1625,99.631,3058,3058,Inter,0.5294322269457161
L16N5280_L17N8122,17,8122,16,5280,2598,100,2977,2977,Inter,0.8726906281491434
L16N5280_L18N140,18,140,16,5280,2079,100,2977,2977,Inter,0.6983540476990259
L16N5280_L18N6715,16,5280,18,6715,1657,100,2977,3086,Inter,0.5369410239792611
L16N5280_L1N140,1,140,16,5280,2079,100,2977,2977,Inter,0.6983540476990259
L16N5280_L20N7219,16,5280,20,7219,2469,100,2977,2977,Inter,0.8293584145112529
L16N5280_L22N8122,16,5280,22,8122,2598,100,2977,2977,Inter,0.8726906281491434
L16N5280_L3N201,3,201,16,5280,2950,100,2977,2977,Inter,0.9909304669129997
L16N5280_L4N291,4,291,16,5280,2679,100,2977,2977,Inter,0.8998992274101444
L16N5280_L6N691,6,691,16,5280,2607,100,2977,2977,Inter,0.8757138058448102
L16N5280_L8N140,8,140,16,5280,2079,100,2977,2977,Inter,0.6983540476990259
L16N5280_L8N6715,8,6715,16,5280,1657,100,3086,2977,Inter,0.5369410239792611
L16N5282_L17N6030,17,6030,16,5282,2847,100,2906,2906,Inter,0.9796971782518926
L16N5282_L20N7221,20,7221,16,5282,2778,100,2906,2906,Inter,0.9559532002752925
L16N5282_L21N7607,16,5282,21,7607,2227,100,2906,2906,Inter,0.7663454920853406
L16N5282_L22N8126,22,8126,16,5282,1912,100,2906,2906,Inter,0.6579490708878183
L16N5282_L3N202,16,5282,3,202,2686,99.963,2906,2906,Inter,0.9239525739848587
L16N5282_L5N387,5,387,16,5282,2114,100,2906,2906,Inter,0.7274604267033723
L16N5283_L9N2554,9,2554,16,5283,2690,99.182,2864,2888,Inter,0.9238212603878118
L16N5286_L17N6028,17,6028,16,5286,1104,97.826,2967,2873,Inter,0.36400372093023253
L16N5286_L21N7601,16,5286,21,7601,1018,99.411,2873,3006,Inter,0.6187623353293413
L16N5286_L21N7604,21,7604,16,5286,617,96.434,2965,2873,Inter,0.20067378752107926
L16N5286_L22N8120,22,8120,16,5286,1686,99.051,2985,2873,Inter,0.8475722512562814
L16N5286_L3N199,3,199,16,5286,839,91.18,3246,2873,Inter,0.2356747381392483
L16N5286_L8N1409,8,1409,16,5286,1375,96.291,3077,2873,Inter,0.43028964900877475
L16N5286_L9N1409,9,1409,16,5286,1375,96.291,3077,2873,Inter,0.43028964900877475
L16N5287_L21N7626,16,5287,21,7626,969,97.523,2855,2612,Inter,0.3309975026269702
L16N5288_L22N8134,16,5288,22,8134,1770,99.944,2837,2811,Inter,0.6235491011632005
L16N5289_L8N1449,16,5289,8,1449,2535,99.763,2829,2828,Inter,0.8939526511134677
L16N5290_L17N23,17,23,16,5290,2095,99.952,2797,2797,Inter,0.7486572756524849
L16N5290_L20N7227,16,5290,20,7227,2095,100,2797,2797,Inter,0.7490168037182696
L16N5290_L21N7613,16,5290,21,7613,1432,100,2797,2797,Inter,0.5119771183410797
L16N5290_L22N8136,22,8136,16,5290,2359,99.958,2797,2797,Inter,0.8430494172327494
L16N5290_L5N23,5,23,16,5290,2095,99.952,2797,2797,Inter,0.7486572756524849
L16N5293_L20N7228,16,5293,20,7228,1247,97.995,2752,2750,Inter,0.44403984375000005
L16N5293_L3N207,16,5293,3,207,561,98.039,2752,2704,Inter,0.19985421148255814
L16N5293_L6N699,16,5293,6,699,561,98.039,2752,2705,Inter,0.19985421148255814
L16N5293_L9N2564,16,5293,9,2564,2336,99.401,2752,2751,Inter,0.8437526744186046
L16N5294_L17N6040,16,5294,17,6040,2746,99.891,2746,2746,Inter,0.9989100000000001
L16N5294_L20N7269,16,5294,20,7269,1736,99.827,2746,2295,Inter,0.8557886234522942
L16N5296_L17N6042,16,5296,17,6042,2421,100,2718,2718,Inter,0.890728476821192
L16N5296_L22N8140,16,5296,22,8140,2026,100,2718,2704,Inter,0.7454010301692421
L16N5300_L21N4572,21,4572,16,5300,546,99.267,2729,2645,Inter,0.19860674972517403
L16N5300_L22N8139,22,8139,16,5300,546,100,2730,2645,Inter,0.2
L16N5300_L6N696,6,696,16,5300,659,99.241,2750,2645,Inter,0.23781752363636366
L16N5301_L17N6049,16,5301,17,6049,2501,100,2633,2633,Inter,0.9498670717812381
L16N5301_L21N7625,16,5301,21,7625,1497,99.933,2633,2633,Inter,0.5681720508925181
L16N5302_L18N6722,18,6722,16,5302,1181,94.75,2747,2625,Inter,0.4073525664361121
L16N5302_L20N7228,20,7228,16,5302,1054,95.351,2750,2625,Inter,0.7301808654545454
L16N5302_L3N207,16,5302,3,207,2253,99.778,2625,2704,Inter,0.8313603328402368
L16N5302_L6N699,6,699,16,5302,2705,98.447,2705,2625,Inter,0.9844700000000001
L16N5303_L20N7248,16,5303,20,7248,2058,99.757,2615,2485,Inter,0.7850856826003825
L16N5303_L21N7645,21,7645,16,5303,663,87.481,2385,2615,Inter,0.22179695219885276
L16N5304_L20N7239,16,5304,20,7239,2144,99.254,2610,2607,Inter,0.8153278773946361
L16N5305_L17N6054,16,5305,17,6054,2301,100,2608,2608,Inter,0.8822852760736196
L16N5305_L22N8147,16,5305,22,8147,1830,100,2608,2608,Inter,0.7016871165644172
L16N5307_L17N6056,16,5307,17,6056,1455,99.931,2596,2596,Inter,0.5600909283513097
L16N5312_L16N6732,16,6732,16,5312,2575,99.961,2581,2570,Intra,0.9972862262688881
L16N5312_L17N6061,16,5312,17,6061,2570,99.961,2570,2569,Inter,0.99961
L16N5312_L18N6732,18,6732,16,5312,2575,99.961,2581,2570,Inter,0.9972862262688881
L16N5312_L20N33,16,5312,20,33,2570,99.961,2570,2580,Inter,0.9957355426356589
L16N5312_L21N7629,21,7629,16,5312,1552,99.936,2580,2570,Inter,0.6011653953488373
L16N5312_L22N8155,16,5312,22,8155,2570,100,2570,2581,Inter,0.9957380860131732
L16N5312_L6N33,16,5312,6,33,2570,99.961,2570,2580,Inter,0.9957355426356589
L16N5315_L20N7244,16,5315,20,7244,1702,98.414,2543,2542,Inter,0.6586733307117578
L16N5315_L22N8159,16,5315,22,8159,1746,98.454,2543,2508,Inter,0.6759759496657491
L16N5316_L18N6734,16,5316,18,6734,2438,99.877,2543,2542,Inter,0.9575309712937475
L16N5316_L21N7632,16,5316,21,7632,2463,99.838,2543,2542,Inter,0.9669720566260323
L16N5316_L5N398,16,5316,5,398,1491,99.866,2543,2542,Inter,0.5855297129374755
L16N5317_L8N1493,8,1493,16,5317,2415,99.627,2542,2542,Inter,0.9464956923682141
L16N5318_L17N6070,17,6070,16,5318,1050,99.905,2474,2540,Inter,0.4129931102362205
L16N5319_L22N8157,22,8157,16,5319,1683,99.822,2551,2494,Inter,0.6585669384555076
L16N5321_L17N6066,16,5321,17,6066,2095,100,2487,2487,Inter,0.8423803779654202
L16N5321_L20N7261,20,7261,16,5321,1249,100,2384,2487,Inter,0.5022114997989545
L16N5321_L21N7637,16,5321,21,7637,1760,100,2487,2487,Inter,0.7076799356654604
L16N5321_L22N8162,16,5321,22,8162,1941,99.845,2487,2487,Inter,0.7792486731001206
L16N5322_L17N6067,16,5322,17,6067,2196,100,2482,2482,Inter,0.8847703464947623
L16N5326_L17N123,17,123,16,5326,1980,100,2443,2443,Inter,0.8104789193614409
L16N5326_L18N6740,16,5326,18,6740,1395,100,2443,2443,Inter,0.5710192386410151
L16N5326_L20N7252,16,5326,20,7252,1980,100,2443,2442,Inter,0.8104789193614409
L16N5326_L21N7642,16,5326,21,7642,1987,100,2443,2443,Inter,0.8133442488743349
L16N5326_L22N123,22,123,16,5326,1980,100,2443,2443,Inter,0.8104789193614409
L16N5326_L22N4118,16,5326,22,4118,1793,100,2443,2249,Inter,0.7339336880884159
L16N5327_L20N7254,16,5327,20,7254,2198,99.955,2429,2429,Inter,0.9044919308357348
L16N5327_L22N8183,16,5327,22,8183,2196,99.954,2429,2213,Inter,0.9036598764923838
L16N5327_L5N400,5,400,16,5327,2377,99.958,2429,2429,Inter,0.9781810045286127
L16N5327_L6N707,16,5327,6,707,1979,100,2429,2429,Inter,0.814738575545492
L16N5331_L18N6743,18,6743,16,5331,1268,100,2397,2397,Inter,0.5289945765540258
L16N5331_L8N1522,8,1522,16,5331,1396,99.857,2397,2397,Inter,0.5815618356278681
L16N5331_L9N2592,9,2592,16,5331,1860,99.892,2397,2397,Inter,0.775131914893617
